image_idx,true_label,prediction,is_correct
1662,3,5,False
1663,7,1,False
1664,4,4,True
1665,2,3,False
1666,4,4,True
1667,2,2,True
1668,3,7,False
1669,3,3,True
1670,2,2,True
1671,6,6,True
1672,5,7,False
1673,2,2,True
1674,1,1,True
1675,8,8,True
1676,6,5,False
1677,5,2,False
1678,8,5,False
1679,4,4,True
1680,7,7,True
1681,4,4,True
1682,2,6,False
1683,5,5,True
1684,5,9,False
1685,2,2,True
1686,1,9,False
1687,9,4,False
1688,5,5,True
1689,0,0,True
1690,7,7,True
1691,5,5,True
1692,1,1,True
1693,4,0,False
1694,2,3,False
1695,3,2,False
1696,7,7,True
1697,6,2,False
1698,6,4,False
1699,1,1,True
1700,8,3,False
1701,2,1,False
1702,4,4,True
1703,1,1,True
1704,1,1,True
1705,6,6,True
1706,6,0,False
1707,8,2,False
1708,1,1,True
1709,3,3,True
1710,8,8,True
1711,7,7,True
1712,4,4,True
1713,6,6,True
1714,3,5,False
1715,0,2,False
1716,4,9,False
1717,5,3,False
1718,3,1,False
1719,9,4,False
1720,0,0,True
1721,4,4,True
1722,0,5,False
1723,3,3,True
1724,6,6,True
1725,9,9,True
1726,8,8,True
1727,5,5,True
1728,8,2,False
1729,4,6,False
1730,1,1,True
1731,6,8,False
1732,8,8,True
1733,9,5,False
1734,3,3,True
1735,6,6,True
1736,4,9,False
1737,7,7,True
1738,2,2,True
1739,3,3,True
1740,1,1,True
1741,4,4,True
1742,5,5,True
1743,2,7,False
1744,8,5,False
1745,8,3,False
1746,4,1,False
1747,4,7,False
1748,8,5,False
1749,9,7,False
1750,3,5,False
1751,6,6,True
1752,9,9,True
1753,5,3,False
1754,0,0,True
1755,7,3,False
1756,5,5,True
1757,5,5,True
1758,2,2,True
1759,8,1,False
1760,2,2,True
1761,5,6,False
1762,2,2,True
1763,3,3,True
1764,9,3,False
1765,3,3,True
1766,9,9,True
1767,6,6,True
1768,9,4,False
1769,2,3,False
1770,0,2,False
1771,7,9,False
1772,3,2,False
1773,1,1,True
1774,2,2,True
1775,6,7,False
1776,5,9,False
1777,3,2,False
1778,2,0,False
1779,9,7,False
1780,7,3,False
1781,0,0,True
1782,9,8,False
1783,8,7,False
1784,8,3,False
1785,7,7,True
1786,1,1,True
1787,3,3,True
1788,3,3,True
1789,4,4,True
1790,7,4,False
1791,2,2,True
1792,8,7,False
1793,9,7,False
1794,8,0,False
1795,9,0,False
1796,7,7,True
1797,6,4,False
1798,4,4,True
1799,5,4,False
1800,0,0,True
1801,2,2,True
1802,3,3,True
1803,3,6,False
1804,9,4,False
1805,9,9,True
1806,5,3,False
1807,2,2,True
1808,2,6,False
1809,5,3,False
1810,1,1,True
1811,0,0,True
1812,4,4,True
1813,1,1,True
1814,6,6,True
1815,4,4,True
1816,8,8,True
1817,8,4,False
1818,2,8,False
1819,3,3,True
1820,4,4,True
1821,2,2,True
1822,7,7,True
1823,4,4,True
1824,7,7,True
1825,9,4,False
1826,4,7,False
1827,7,7,True
1828,5,3,False
1829,7,7,True
1830,2,3,False
1831,0,0,True
1832,5,2,False
1833,6,0,False
1834,7,7,True
1835,6,6,True
1836,5,6,False
1837,9,5,False
1838,7,7,True
1839,7,7,True
1840,3,3,True
1841,1,1,True
1842,2,4,False
1843,6,6,True
1844,4,4,True
1845,4,4,True
1846,7,7,True
1847,9,9,True
1848,9,9,True
1849,8,0,False
1850,5,5,True
1851,8,1,False
1852,5,5,True
1853,6,6,True
1854,1,1,True
1855,9,9,True
1856,2,2,True
1857,8,5,False
1858,3,8,False
1859,9,9,True
1860,1,1,True
1861,4,4,True
1862,1,1,True
1863,8,8,True
1864,2,2,True
1865,3,3,True
1866,2,2,True
1867,3,3,True
1868,5,6,False
1869,8,6,False
1870,6,6,True
1871,5,6,False
1872,4,4,True
1873,9,0,False
1874,4,7,False
1875,2,2,True
1876,6,6,True
1877,0,0,True
1878,6,1,False
1879,6,6,True
1880,8,7,False
1881,2,2,True
1882,8,1,False
1883,7,9,False
1884,4,4,True
1885,3,3,True
1886,0,0,True
1887,5,7,False
1888,4,4,True
1889,9,9,True
1890,6,6,True
1891,1,1,True
1892,7,7,True
1893,6,6,True
1894,6,6,True
1895,1,1,True
1896,6,4,False
1897,4,7,False
1898,2,3,False
1899,1,1,True
1900,7,9,False
1901,3,5,False
1902,7,7,True
1903,7,9,False
1904,7,7,True
1905,3,6,False
1906,0,0,True
1907,2,6,False
1908,9,7,False
1909,5,9,False
1910,4,3,False
1911,5,4,False
1912,8,8,True
1913,4,4,True
1914,3,3,True
1915,2,3,False
1916,8,2,False
1917,5,5,True
1918,7,2,False
1919,5,3,False
1920,8,8,True
1921,2,2,True
1922,3,3,True
1923,6,6,True
1924,5,5,True
1925,2,4,False
1926,7,7,True
1927,6,6,True
1928,6,6,True
1929,4,4,True
1930,6,6,True
1931,2,2,True
1932,0,6,False
1933,0,0,True
1934,4,9,False
1935,3,3,True
1936,8,6,False
1937,8,3,False
1938,7,7,True
1939,6,6,True
1940,2,2,True
1941,7,2,False
1942,8,6,False
1943,4,4,True
1944,9,9,True
1945,9,7,False
1946,4,7,False
1947,0,6,False
1948,5,0,False
1949,4,4,True
1950,8,3,False
1951,0,3,False
1952,4,4,True
1953,7,7,True
1954,9,8,False
1955,2,2,True
1956,4,9,False
1957,1,1,True
1958,1,1,True
1959,8,8,True
1960,8,7,False
1961,8,6,False
1962,3,3,True
1963,1,1,True
1964,4,6,False
1965,1,1,True
1966,6,6,True
1967,9,9,True
1968,3,3,True
1969,2,2,True
1970,4,9,False
1971,5,3,False
1972,3,6,False
1973,6,6,True
1974,8,8,True
1975,9,7,False
1976,4,4,True
1977,1,1,True
1978,4,4,True
1979,6,6,True
1980,3,3,True
1981,3,7,False
1982,4,9,False
1983,7,7,True
1984,1,1,True
1985,2,1,False
1986,3,3,True
1987,6,6,True
1988,1,1,True
1989,4,4,True
1990,3,3,True
1991,5,5,True
1992,8,5,False
1993,3,9,False
1994,7,7,True
1995,7,7,True
1996,5,5,True
1997,2,2,True
1998,1,1,True
1999,4,4,True
2000,8,5,False
2001,9,4,False
2002,4,6,False
2003,8,3,False
2004,3,5,False
2005,2,4,False
2006,1,1,True
2007,4,4,True
2008,2,6,False
2009,1,1,True
2010,7,7,True
2011,6,6,True
2012,0,0,True
2013,1,1,True
2014,7,6,False
2015,0,0,True
2016,2,2,True
2017,3,2,False
2018,9,9,True
2019,4,4,True
2020,7,7,True
2021,1,1,True
2022,1,1,True
2023,6,6,True
2024,2,2,True
2025,5,5,True
2026,3,3,True
2027,5,3,False
2028,2,2,True
2029,9,7,False
2030,8,3,False
2031,7,7,True
2032,2,1,False
2033,6,4,False
2034,3,3,True
2035,5,9,False
2036,0,0,True
2037,2,2,True
2038,8,6,False
2039,9,4,False
2040,0,0,True
2041,0,8,False
2042,5,0,False
2043,5,7,False
2044,4,4,True
2045,2,8,False
2046,5,7,False
2047,6,6,True
2048,8,3,False
2049,3,2,False
2050,3,5,False
2051,1,1,True
2052,5,6,False
2053,7,7,True
2054,8,8,True
2055,1,1,True
2056,0,4,False
2057,7,7,True
2058,7,7,True
2059,9,4,False
2060,7,7,True
2061,3,3,True
2062,4,4,True
2063,9,7,False
2064,6,0,False
2065,8,1,False
2066,0,0,True
2067,9,4,False
2068,0,2,False
2069,1,3,False
2070,6,6,True
2071,8,5,False
2072,8,7,False
2073,0,0,True
2074,7,7,True
2075,2,6,False
2076,3,6,False
2077,0,0,True
2078,9,4,False
2079,6,6,True
2080,4,4,True
2081,6,5,False
2082,7,9,False
2083,3,3,True
2084,5,5,True
2085,1,1,True
2086,6,9,False
2087,3,9,False
2088,6,6,True
2089,6,5,False
2090,2,2,True
2091,3,3,True
2092,4,4,True
2093,1,1,True
2094,4,4,True
2095,9,9,True
2096,7,7,True
2097,9,4,False
2098,7,7,True
2099,5,1,False
2100,9,4,False
2101,7,7,True
2102,1,1,True
2103,3,3,True
2104,5,7,False
2105,2,2,True
2106,1,1,True
2107,6,6,True
2108,9,9,True
2109,2,2,True
2110,0,0,True
2111,5,5,True
2112,7,7,True
2113,1,1,True
2114,6,6,True
2115,2,7,False
2116,2,2,True
2117,9,9,True
2118,3,3,True
2119,6,6,True
2120,6,0,False
2121,4,4,True
2122,2,3,False
2123,1,1,True
2124,7,3,False
2125,3,0,False
2126,6,6,True
2127,3,3,True
2128,1,1,True
2129,1,1,True
2130,8,5,False
2131,7,7,True
2132,0,0,True
2133,2,6,False
2134,4,4,True
2135,5,8,False
2136,8,4,False
2137,4,4,True
2138,8,3,False
2139,3,3,True
2140,8,2,False
2141,7,7,True
2142,1,1,True
2143,9,4,False
2144,6,6,True
2145,0,0,True
2146,5,4,False
2147,6,4,False
2148,6,6,True
2149,9,9,True
2150,2,2,True
2151,6,6,True
2152,8,8,True
2153,6,3,False
2154,1,1,True
2155,2,8,False
2156,6,6,True
2157,5,5,True
2158,2,7,False
2159,4,4,True
2160,9,9,True
2161,8,8,True
2162,4,4,True
2163,6,6,True
2164,3,7,False
2165,8,1,False
2166,6,6,True
2167,1,1,True
2168,0,0,True
2169,2,7,False
2170,4,9,False
2171,6,0,False
2172,0,0,True
2173,8,8,True
2174,9,9,True
2175,3,3,True
2176,5,5,True
2177,3,3,True
2178,1,1,True
2179,5,5,True
2180,9,9,True
2181,8,8,True
2182,6,4,False
2183,9,4,False
2184,6,5,False
2185,1,1,True
2186,3,1,False
2187,2,2,True
2188,2,2,True
2189,3,2,False
2190,3,5,False
2191,1,1,True
2192,8,6,False
2193,9,9,True
2194,8,7,False
2195,0,0,True
2196,5,5,True
2197,2,2,True
2198,0,0,True
2199,3,2,False
2200,3,5,False
2201,7,7,True
2202,4,1,False
2203,9,9,True
2204,0,0,True
2205,4,9,False
2206,7,7,True
2207,0,0,True
2208,9,7,False
2209,2,2,True
2210,0,0,True
2211,7,7,True
2212,2,2,True
2213,5,3,False
2214,9,4,False
2215,4,1,False
2216,0,0,True
2217,5,7,False
2218,7,5,False
2219,4,0,False
2220,9,9,True
2221,8,4,False
2222,0,0,True
2223,2,2,True
2224,4,0,False
2225,0,0,True
2226,0,0,True
2227,2,2,True
2228,3,3,True
2229,2,8,False
2230,7,7,True
2231,4,1,False
2232,3,2,False
2233,8,3,False
2234,9,3,False
2235,4,5,False
2236,3,7,False
2237,1,1,True
2238,3,3,True
2239,5,0,False
2240,5,5,True
2241,9,5,False
2242,6,2,False
2243,6,6,True
2244,8,8,True
2245,6,8,False
2246,2,8,False
2247,7,7,True
2248,9,4,False
2249,1,8,False
2250,8,3,False
2251,6,6,True
2252,3,3,True
2253,8,6,False
2254,6,4,False
2255,9,4,False
2256,7,7,True
2257,7,4,False
2258,6,6,True
2259,4,4,True
2260,7,7,True
2261,4,4,True
2262,6,6,True
2263,9,7,False
2264,0,3,False
2265,2,2,True
2266,3,3,True
2267,4,4,True
2268,4,4,True
2269,2,8,False
2270,6,6,True
2271,1,1,True
2272,8,1,False
2273,7,7,True
2274,3,3,True
2275,7,1,False
2276,4,6,False
2277,4,4,True
2278,5,5,True
2279,4,6,False
2280,4,4,True
2281,0,0,True
2282,5,6,False
2283,3,3,True
2284,8,8,True
2285,9,9,True
2286,0,6,False
2287,5,0,False
2288,7,7,True
2289,7,7,True
2290,5,7,False
2291,4,4,True
2292,3,3,True
2293,6,6,True
2294,9,9,True
2295,9,9,True
2296,8,6,False
2297,5,8,False
2298,1,1,True
2299,3,3,True
2300,3,7,False
2301,5,5,True
2302,4,9,False
2303,9,7,False
2304,7,2,False
2305,4,4,True
2306,8,8,True
2307,3,5,False
2308,1,1,True
2309,6,6,True
2310,5,6,False
2311,5,4,False
2312,0,0,True
2313,1,1,True
2314,4,9,False
2315,3,6,False
2316,4,4,True
2317,8,8,True
2318,7,9,False
2319,4,4,True
2320,8,8,True
2321,2,2,True
2322,7,7,True
2323,3,3,True
2324,3,3,True
2325,1,1,True
2326,1,1,True
2327,4,2,False
2328,5,9,False
2329,5,5,True
2330,6,6,True
2331,4,4,True
2332,8,4,False
2333,0,0,True
2334,8,5,False
2335,5,5,True
2336,0,7,False
2337,4,4,True
2338,3,3,True
2339,7,7,True
2340,2,2,True
2341,2,6,False
2342,7,7,True
2343,0,0,True
2344,8,8,True
2345,9,9,True
2346,5,3,False
2347,6,6,True
2348,3,3,True
2349,0,2,False
2350,0,0,True
2351,2,2,True
2352,0,0,True
2353,5,5,True
2354,8,9,False
2355,3,1,False
2356,3,3,True
2357,9,1,False
2358,0,0,True
2359,9,9,True
2360,0,0,True
2361,3,3,True
2362,2,2,True
2363,2,1,False
2364,6,6,True
2365,1,1,True
2366,8,4,False
2367,5,5,True
2368,3,6,False
2369,2,2,True
2370,9,7,False
2371,5,2,False
2372,2,2,True
2373,5,5,True
2374,5,5,True
2375,3,5,False
2376,2,2,True
2377,2,2,True
2378,1,1,True
2379,7,7,True
2380,1,1,True
2381,0,6,False
2382,4,4,True
2383,8,4,False
2384,9,9,True
2385,7,7,True
2386,7,7,True
2387,4,4,True
2388,9,9,True
2389,9,9,True
2390,1,1,True
2391,8,3,False
2392,0,0,True
2393,9,7,False
2394,0,0,True
2395,7,7,True
2396,7,7,True
2397,7,7,True
2398,1,1,True
2399,8,7,False
2400,3,3,True
2401,9,7,False
2402,5,7,False
2403,3,3,True
2404,8,5,False
2405,4,4,True
2406,0,0,True
2407,2,2,True
2408,9,4,False
2409,8,2,False
2410,2,2,True
2411,7,7,True
2412,5,5,True
2413,5,5,True
2414,9,9,True
2415,4,7,False
2416,6,6,True
2417,9,9,True
2418,5,5,True
2419,1,1,True
2420,2,2,True
2421,6,6,True
2422,7,7,True
2423,9,4,False
2424,4,7,False
2425,1,1,True
2426,7,7,True
2427,2,2,True
2428,6,4,False
2429,0,0,True
2430,0,0,True
2431,7,7,True
2432,4,4,True
2433,8,8,True
2434,5,4,False
2435,7,7,True
2436,2,2,True
2437,7,7,True
2438,4,4,True
2439,1,1,True
2440,1,1,True
2441,3,6,False
2442,3,5,False
2443,6,0,False
2444,9,5,False
2445,4,4,True
2446,2,8,False
2447,2,2,True
2448,1,1,True
2449,9,9,True
2450,3,3,True
2451,9,7,False
2452,7,7,True
2453,0,0,True
2454,1,1,True
2455,1,1,True
2456,0,0,True
2457,1,1,True
2458,9,9,True
2459,1,1,True
2460,8,8,True
2461,4,8,False
2462,9,9,True
2463,3,5,False
2464,7,7,True
2465,7,7,True
2466,7,7,True
2467,1,1,True
2468,8,5,False
2469,7,7,True
2470,9,9,True
2471,1,1,True
2472,3,4,False
2473,9,9,True
2474,4,8,False
2475,0,5,False
2476,6,6,True
2477,6,6,True
2478,0,0,True
2479,7,7,True
2480,9,9,True
2481,0,0,True
2482,7,7,True
2483,5,7,False
2484,2,2,True
2485,7,7,True
2486,8,1,False
2487,2,2,True
2488,7,2,False
2489,2,6,False
2490,5,5,True
2491,6,6,True
2492,9,9,True
2493,8,8,True
2494,1,1,True
2495,3,4,False
2496,1,1,True
2497,5,7,False
2498,3,3,True
2499,6,6,True
2500,5,0,False
2501,1,1,True
2502,2,8,False
2503,8,8,True
2504,9,7,False
2505,6,6,True
2506,6,1,False
2507,1,1,True
2508,7,7,True
2509,2,2,True
2510,1,2,False
2511,1,1,True
2512,2,2,True
2513,0,8,False
2514,0,0,True
2515,3,9,False
2516,5,6,False
2517,4,9,False
2518,0,5,False
2519,9,7,False
2520,2,1,False
2521,1,1,True
2522,7,7,True
2523,1,1,True
2524,7,7,True
2525,8,3,False
2526,0,0,True
2527,9,4,False
2528,2,6,False
2529,0,0,True
2530,4,7,False
2531,6,6,True
2532,1,1,True
2533,0,5,False
2534,3,3,True
2535,8,2,False
2536,4,9,False
2537,3,3,True
2538,6,6,True
2539,7,7,True
2540,4,4,True
2541,3,3,True
2542,9,4,False
2543,6,6,True
2544,0,0,True
2545,3,3,True
2546,9,4,False
2547,9,7,False
2548,9,8,False
2549,1,1,True
2550,7,7,True
2551,8,0,False
2552,1,1,True
2553,9,7,False
2554,8,4,False
2555,2,2,True
2556,2,2,True
2557,9,4,False
2558,2,2,True
2559,0,9,False
2560,0,6,False
2561,1,1,True
2562,1,1,True
2563,8,8,True
2564,1,1,True
2565,0,8,False
2566,5,5,True
2567,8,4,False
2568,1,1,True
2569,0,6,False
2570,7,7,True
2571,1,1,True
2572,2,2,True
2573,2,2,True
2574,9,5,False
2575,4,4,True
2576,4,4,True
2577,4,9,False
2578,5,5,True
2579,3,3,True
2580,6,6,True
2581,8,8,True
2582,9,7,False
2583,8,2,False
2584,7,3,False
2585,9,4,False
2586,9,4,False
2587,1,1,True
2588,6,6,True
2589,9,6,False
2590,9,8,False
2591,1,1,True
2592,0,7,False
2593,2,6,False
2594,3,7,False
2595,7,7,True
2596,0,4,False
2597,0,0,True
2598,5,8,False
2599,8,8,True
2600,4,4,True
2601,3,9,False
2602,3,1,False
2603,5,5,True
2604,0,0,True
2605,9,9,True
2606,1,1,True
2607,2,2,True
2608,6,6,True
2609,3,2,False
2610,7,7,True
2611,5,5,True
2612,1,1,True
2613,5,7,False
2614,4,4,True
2615,6,6,True
2616,5,3,False
2617,8,3,False
2618,2,2,True
2619,7,7,True
2620,1,1,True
2621,5,3,False
2622,4,4,True
2623,0,0,True
2624,2,2,True
2625,9,7,False
2626,6,6,True
2627,6,6,True
2628,2,6,False
2629,9,7,False
2630,6,3,False
2631,0,0,True
2632,9,9,True
2633,4,4,True
2634,4,4,True
2635,7,7,True
2636,2,5,False
2637,6,7,False
2638,3,3,True
2639,1,1,True
2640,9,7,False
2641,4,4,True
2642,6,6,True
2643,4,4,True
2644,4,4,True
2645,6,6,True
2646,9,9,True
2647,2,2,True
2648,3,3,True
2649,1,1,True
2650,9,4,False
2651,5,9,False
2652,9,9,True
2653,5,5,True
2654,3,7,False
2655,4,3,False
2656,9,9,True
2657,9,9,True
2658,6,6,True
2659,4,9,False
2660,2,2,True
2661,1,1,True
2662,1,1,True
2663,5,9,False
2664,3,3,True
2665,6,6,True
2666,5,5,True
2667,9,4,False
2668,7,7,True
2669,3,3,True
2670,9,3,False
2671,1,1,True
2672,7,7,True
2673,4,9,False
2674,1,1,True
2675,0,0,True
2676,5,1,False
2677,0,0,True
2678,4,4,True
2679,0,0,True
2680,2,3,False
2681,5,5,True
2682,9,4,False
2683,5,5,True
2684,6,4,False
2685,2,2,True
2686,5,5,True
2687,3,3,True
2688,3,3,True
2689,7,7,True
2690,4,4,True
2691,4,9,False
2692,5,6,False
2693,8,8,True
2694,6,2,False
2695,7,1,False
2696,3,3,True
2697,7,7,True
2698,1,1,True
2699,9,6,False
2700,0,0,True
2701,8,8,True
2702,5,7,False
2703,2,3,False
2704,1,1,True
2705,7,7,True
2706,0,0,True
2707,7,7,True
2708,6,1,False
2709,1,1,True
2710,9,9,True
2711,6,6,True
2712,5,6,False
2713,6,2,False
2714,4,4,True
2715,5,6,False
2716,5,5,True
2717,2,6,False
2718,0,5,False
2719,7,4,False
2720,5,2,False
2721,0,6,False
2722,6,0,False
2723,5,5,True
2724,9,3,False
2725,7,7,True
2726,6,6,True
2727,0,6,False
2728,4,4,True
2729,2,2,True
2730,1,1,True
2731,9,7,False
2732,5,5,True
2733,2,8,False
2734,2,2,True
2735,8,1,False
2736,3,3,True
2737,4,4,True
2738,3,3,True
2739,3,3,True
2740,9,9,True
2741,1,1,True
2742,6,6,True
2743,7,7,True
2744,9,1,False
2745,3,1,False
2746,2,2,True
2747,7,7,True
2748,7,4,False
2749,8,0,False
2750,8,7,False
2751,1,1,True
2752,3,3,True
2753,8,2,False
2754,6,8,False
2755,8,2,False
2756,5,5,True
2757,1,8,False
2758,8,6,False
2759,8,8,True
2760,9,7,False
2761,1,1,True
2762,9,9,True
2763,7,7,True
2764,1,1,True
2765,3,5,False
2766,6,2,False
2767,3,3,True
2768,2,1,False
2769,2,2,True
2770,5,8,False
2771,7,7,True
2772,9,4,False
2773,5,5,True
2774,0,0,True
2775,2,2,True
2776,6,5,False
2777,8,2,False
2778,8,8,True
2779,5,2,False
2780,8,4,False
2781,5,3,False
2782,2,2,True
2783,6,6,True
2784,1,1,True
2785,2,2,True
2786,9,4,False
2787,0,4,False
2788,9,2,False
2789,6,6,True
2790,7,7,True
2791,8,8,True
2792,1,1,True
2793,0,0,True
2794,0,8,False
2795,3,3,True
2796,0,3,False
2797,7,1,False
2798,0,0,True
2799,4,4,True
2800,7,7,True
2801,8,8,True
2802,8,5,False
2803,2,2,True
2804,8,5,False
2805,3,8,False
2806,6,6,True
2807,7,7,True
2808,0,0,True
2809,7,7,True
2810,9,7,False
2811,2,2,True
2812,1,1,True
2813,0,5,False
2814,6,4,False
2815,2,0,False
2816,7,7,True
2817,0,5,False
2818,3,3,True
2819,4,7,False
2820,5,5,True
2821,6,6,True
2822,0,0,True
2823,1,1,True
2824,3,3,True
2825,0,8,False
2826,4,4,True
2827,6,6,True
2828,9,9,True
2829,4,6,False
2830,5,3,False
2831,2,8,False
2832,5,0,False
2833,3,1,False
2834,8,8,True
2835,8,8,True
2836,8,4,False
2837,5,2,False
2838,7,7,True
2839,3,3,True
2840,8,5,False
2841,4,3,False
2842,8,0,False
2843,0,5,False
2844,8,3,False
2845,5,5,True
2846,4,2,False
2847,9,3,False
2848,8,7,False
2849,0,0,True
2850,6,4,False
2851,0,3,False
2852,1,1,True
2853,9,4,False
2854,4,4,True
2855,2,5,False
2856,5,5,True
2857,3,3,True
2858,8,0,False
2859,4,4,True
2860,5,5,True
2861,3,3,True
2862,1,1,True
2863,9,9,True
2864,4,4,True
2865,1,1,True
2866,4,9,False
2867,2,2,True
2868,1,1,True
2869,3,3,True
2870,6,5,False
2871,7,7,True
2872,0,0,True
2873,1,1,True
2874,9,9,True
2875,1,1,True
2876,1,1,True
2877,2,2,True
2878,9,9,True
2879,2,6,False
2880,9,7,False
2881,2,2,True
2882,9,4,False
2883,2,3,False
2884,8,8,True
2885,5,3,False
2886,2,5,False
2887,6,4,False
2888,5,7,False
2889,5,2,False
2890,9,7,False
2891,4,8,False
2892,5,2,False
2893,7,7,True
2894,9,3,False
2895,9,7,False
2896,4,2,False
2897,4,9,False
2898,9,4,False
2899,1,1,True
2900,9,5,False
2901,3,3,True
2902,0,1,False
2903,0,6,False
2904,2,6,False
2905,2,6,False
2906,2,5,False
2907,2,3,False
2908,6,6,True
2909,1,1,True
2910,7,4,False
2911,7,7,True
2912,7,7,True
2913,2,8,False
2914,3,3,True
2915,0,9,False
2916,9,4,False
2917,7,2,False
2918,4,6,False
2919,2,2,True
2920,1,1,True
2921,2,8,False
2922,0,0,True
2923,4,2,False
2924,7,7,True
2925,8,8,True
2926,1,1,True
2927,4,4,True
2928,8,8,True
2929,8,8,True
2930,7,2,False
2931,0,0,True
2932,0,0,True
2933,0,0,True
2934,9,7,False
2935,6,0,False
2936,6,6,True
2937,7,7,True
2938,2,2,True
2939,2,2,True
2940,9,3,False
2941,3,8,False
2942,9,9,True
2943,3,3,True
2944,8,8,True
2945,2,3,False
2946,5,5,True
2947,8,3,False
2948,0,0,True
2949,4,4,True
2950,0,0,True
2951,6,5,False
2952,2,3,False
2953,7,4,False
2954,1,1,True
2955,0,6,False
2956,2,2,True
2957,0,2,False
2958,0,0,True
2959,0,7,False
2960,6,6,True
2961,8,7,False
2962,6,6,True
2963,1,3,False
2964,5,5,True
2965,9,9,True
2966,7,9,False
2967,1,1,True
2968,1,1,True
2969,0,7,False
2970,0,7,False
2971,3,3,True
2972,7,2,False
2973,6,4,False
2974,6,6,True
2975,1,1,True
2976,7,7,True
2977,0,0,True
2978,3,3,True
2979,6,2,False
2980,2,2,True
2981,7,7,True
2982,3,3,True
2983,7,7,True
2984,2,2,True
2985,3,3,True
2986,3,3,True
2987,0,2,False
2988,9,9,True
2989,4,4,True
2990,9,9,True
2991,5,1,False
2992,7,7,True
2993,3,7,False
2994,4,7,False
2995,7,7,True
2996,9,8,False
2997,0,0,True
2998,9,9,True
2999,5,3,False
3000,4,4,True
3001,7,7,True
3002,5,3,False
3003,2,2,True
3004,3,3,True
3005,7,7,True
3006,9,3,False
3007,3,7,False
3008,1,1,True
3009,9,9,True
3010,6,6,True
3011,7,4,False
3012,1,1,True
3013,8,3,False
3014,7,7,True
3015,7,7,True
3016,0,0,True
3017,6,6,True
3018,5,0,False
3019,7,7,True
3020,1,1,True
3021,1,1,True
3022,5,2,False
3023,0,7,False
3024,0,0,True
3025,6,6,True
3026,3,5,False
3027,2,9,False
3028,3,3,True
3029,6,1,False
3030,5,5,True
3031,1,1,True
3032,9,7,False
3033,9,7,False
3034,3,2,False
3035,1,1,True
3036,6,6,True
3037,9,4,False
3038,4,4,True
3039,9,4,False
3040,6,6,True
3041,5,0,False
3042,5,3,False
3043,8,8,True
3044,4,6,False
3045,0,0,True
3046,2,2,True
3047,2,6,False
3048,5,5,True
3049,4,9,False
3050,7,7,True
3051,0,9,False
3052,1,1,True
3053,5,5,True
3054,7,7,True
3055,0,6,False
3056,5,3,False
3057,8,3,False
3058,2,2,True
3059,7,7,True
3060,3,3,True
3061,8,5,False
3062,2,2,True
3063,0,0,True
3064,3,9,False
3065,5,2,False
3066,0,0,True
3067,8,8,True
3068,0,0,True
3069,7,7,True
3070,9,7,False
3071,8,5,False
3072,0,6,False
3073,9,7,False
3074,1,1,True
3075,9,3,False
3076,1,6,False
3077,4,4,True
3078,3,2,False
3079,9,3,False
3080,8,3,False
3081,7,4,False
3082,1,1,True
3083,0,0,True
3084,2,7,False
3085,0,0,True
3086,3,8,False
3087,0,0,True
3088,1,1,True
3089,2,0,False
3090,7,7,True
3091,7,7,True
3092,3,3,True
3093,6,6,True
3094,4,4,True
3095,0,3,False
3096,2,2,True
3097,5,5,True
3098,4,4,True
3099,9,9,True
3100,1,1,True
3101,4,4,True
3102,4,9,False
3103,2,2,True
3104,2,2,True
3105,8,5,False
3106,5,3,False
3107,2,2,True
3108,2,2,True
3109,9,9,True
3110,6,4,False
3111,8,5,False
3112,6,4,False
3113,5,3,False
3114,4,4,True
3115,1,1,True
3116,5,3,False
3117,2,2,True
3118,1,1,True
3119,3,8,False
3120,4,4,True
3121,0,0,True
3122,4,7,False
3123,7,9,False
3124,5,5,True
3125,1,1,True
3126,4,6,False
3127,1,1,True
3128,7,7,True
3129,7,9,False
3130,3,8,False
3131,3,3,True
3132,3,4,False
3133,3,3,True
3134,4,5,False
3135,3,1,False
3136,2,6,False
3137,7,1,False
3138,5,5,True
3139,7,7,True
3140,1,8,False
3141,9,4,False
3142,5,5,True
3143,9,4,False
3144,0,0,True
3145,7,1,False
3146,9,4,False
3147,2,2,True
3148,6,6,True
3149,6,6,True
3150,7,1,False
3151,9,4,False
3152,1,1,True
3153,5,5,True
3154,6,6,True
3155,1,1,True
3156,4,4,True
3157,9,5,False
3158,7,7,True
3159,7,7,True
3160,5,5,True
3161,0,0,True
3162,0,0,True
3163,2,6,False
3164,5,5,True
3165,5,4,False
3166,0,3,False
3167,2,2,True
3168,3,3,True
3169,8,4,False
3170,7,7,True
3171,4,4,True
3172,2,7,False
3173,0,0,True
3174,6,9,False
3175,6,9,False
3176,5,3,False
3177,4,6,False
3178,8,2,False
3179,2,2,True
3180,7,7,True
3181,2,2,True
3182,0,2,False
3183,2,2,True
3184,7,4,False
3185,6,7,False
3186,5,3,False
3187,7,7,True
3188,1,1,True
3189,9,2,False
3190,3,3,True
3191,8,9,False
3192,3,5,False
3193,4,4,True
3194,8,8,True
3195,5,5,True
3196,1,1,True
3197,4,4,True
3198,3,8,False
3199,9,9,True
3200,2,8,False
3201,7,7,True
3202,5,5,True
3203,8,9,False
3204,8,9,False
3205,1,1,True
3206,0,0,True
3207,0,0,True
3208,7,7,True
3209,7,7,True
3210,6,0,False
3211,3,3,True
3212,8,0,False
3213,2,4,False
3214,8,2,False
